Consolidated List of Names subject to the Regulations Establishing a List of Entities made under subsection 83.05(1) of the Criminal Code or the Regulations Implementing the United Nations Resolutions 			
on the Suppression of Terrorism or the United Nations Al-Qaida and Taliban Regulations			
PART B – ENTITIES (other than individuals) (download version)1			
"(Names added to the list in October, 2009 are in bold)."			
ID #2	Entity	Address/Other Information	Basis3 (UNSC = United Nations Security Council; RIUNRST = Regulations Implementing the United Nations Resolutions on the Suppression of Terrorism; CC = Criminal Code)
132.17	Secours mondial de France (SEMONDE )	"9935 South 76th Avenue, Unit 1, Bridgeview, Illinois 60455, United States of America; P.O. Box 1406, Bridgeview, Illinois 60455, United States of America; 49 rue du Lazaret, 67100 Strasebourg, France; Vaatjesstraat, 29, 2580 Putte, Belgium; Rue des Bataves 69, 1040 Etterbeek, Brussels, Belgium; P.O. Box 6, 1040 Etterbeek 2, Brussels, Belgium; Mula Mustafe Baseskije Street No. 72, Sarajevo, Bosnia and Herzegovina; Put Mladih Muslimana Street 30/A, Sarajevo, Bosnia and Herzegovina; 64 Potur Mahala Street, Travnik, Bosnia and Herzegovina; Rr. Skenderbeu 76, Lagjja Sefa, Gjakova, Kosovo; Ylli Morina Road, Djakovica, Kosovo; Rruga e Kavajes, Building No. 3, Apartment No. 61, P.O. Box 2892, Tirana, Albania; House 267 Street No. 54, Sector F – 11/4, Islamabad, Pakistan; Other information: Other foreign locations: Afghanistan, Azerbaijan, Bangladesh, Chechnya (Russia), China, Eritrea, Ethiopia, Georgia, India, Ingushetia (Russia), Iraq, Jordan, Lebanon, West Bank and Gaza, Sierra Leone, Somalia, Syria; Federal Employer Identification (United States of America): 36-3804626. V.A.T. Number: BE 454,419,759. Belgian addresses incorrect: these are the addresses of Putte et Bruxelles de l’association sans but lucratif since 1998"	"UNSC (October 22, 2002); UNSC (November 26, 2004); UNSC (December 20, 2005); UNSC (July 25, 2006); UNSC (March 24, 2009)"
132.19	Fondation Secours Mondial – Belgique a.s.b.l.	"9935 South 76th Avenue, Unit 1, Bridgeview, Illinois 60455, United States of America; P.O. Box 1406, Bridgeview, Illinois 60455, United States of America; 49 rue du Lazaret, 67100 Strasebourg, France; Vaatjesstraat, 29, 2580 Putte, Belgium; Rue des Bataves 69, 1040 Etterbeek, Brussels, Belgium; P.O. Box 6, 1040 Etterbeek 2, Brussels, Belgium; Mula Mustafe Baseskije Street No. 72, Sarajevo, Bosnia and Herzegovina; Put Mladih Muslimana Street 30/A, Sarajevo, Bosnia and Herzegovina; 64 Potur Mahala Street, Travnik, Bosnia and Herzegovina; Rr. Skenderbeu 76, Lagjja Sefa, Gjakova, Kosovo; Ylli Morina Road, Djakovica, Kosovo; Rruga e Kavajes, Building No. 3, Apartment No. 61, P.O. Box 2892, Tirana, Albania; House 267 Street No. 54, Sector F – 11/4, Islamabad, Pakistan; Other information: Other foreign locations: Afghanistan, Azerbaijan, Bangladesh, Chechnya (Russia), China, Eritrea, Ethiopia, Georgia, India, Ingushetia (Russia), Iraq, Jordan, Lebanon, West Bank and Gaza, Sierra Leone, Somalia, Syria; Federal Employer Identification (United States of America): 36-3804626. V.A.T. Number: BE 454,419,759. Belgian addresses incorrect: these are the addresses of Putte et Bruxelles de l’association sans but lucratif since 1998"	"UNSC (October 22, 2002); UNSC (November 26, 2004); UNSC (December 20, 2005); UNSC (July 25, 2006); UNSC (March 24, 2009)"
132.20	Fondation Secours Mondial v.z.w.	"9935 South 76th Avenue, Unit 1, Bridgeview, Illinois 60455, United States of America; P.O. Box 1406, Bridgeview, Illinois 60455, United States of America; 49 rue du Lazaret, 67100 Strasebourg, France; Vaatjesstraat, 29, 2580 Putte, Belgium; Rue des Bataves 69, 1040 Etterbeek, Brussels, Belgium; P.O. Box 6, 1040 Etterbeek 2, Brussels, Belgium; Mula Mustafe Baseskije Street No. 72, Sarajevo, Bosnia and Herzegovina; Put Mladih Muslimana Street 30/A, Sarajevo, Bosnia and Herzegovina; 64 Potur Mahala Street, Travnik, Bosnia and Herzegovina; Rr. Skenderbeu 76, Lagjja Sefa, Gjakova, Kosovo; Ylli Morina Road, Djakovica, Kosovo; Rruga e Kavajes, Building No. 3, Apartment No. 61, P.O. Box 2892, Tirana, Albania; House 267 Street No. 54, Sector F – 11/4, Islamabad, Pakistan; Other information: Other foreign locations: Afghanistan, Azerbaijan, Bangladesh, Chechnya (Russia), China, Eritrea, Ethiopia, Georgia, India, Ingushetia (Russia), Iraq, Jordan, Lebanon, West Bank and Gaza, Sierra Leone, Somalia, Syria; Federal Employer Identification (United States of America): 36-3804626. V.A.T. Number: BE 454,419,759. Belgian addresses incorrect: these are the addresses of Putte et Bruxelles de l’association sans but lucratif since 1998"	"UNSC (October 22, 2002); UNSC (November 26, 2004); UNSC (December 20, 2005); UNSC (July 25, 2006); UNSC (March 24, 2009)"
132.21	"Stichting Wereldhulp – Belgie, v.z.w."	"9935 South 76th Avenue, Unit 1, Bridgeview, Illinois 60455, United States of America; P.O. Box 1406, Bridgeview, Illinois 60455, United States of America; 49 rue du Lazaret, 67100 Strasebourg, France; Vaatjesstraat, 29, 2580 Putte, Belgium; Rue des Bataves 69, 1040 Etterbeek, Brussels, Belgium; P.O. Box 6, 1040 Etterbeek 2, Brussels, Belgium; Mula Mustafe Baseskije Street No. 72, Sarajevo, Bosnia and Herzegovina; Put Mladih Muslimana Street 30/A, Sarajevo, Bosnia and Herzegovina; 64 Potur Mahala Street, Travnik, Bosnia and Herzegovina; Rr. Skenderbeu 76, Lagjja Sefa, Gjakova, Kosovo; Ylli Morina Road, Djakovica, Kosovo; Rruga e Kavajes, Building No. 3, Apartment No. 61, P.O. Box 2892, Tirana, Albania; House 267 Street No. 54, Sector F – 11/4, Islamabad, Pakistan; Other information: Other foreign locations: Afghanistan, Azerbaijan, Bangladesh, Chechnya (Russia), China, Eritrea, Ethiopia, Georgia, India, Ingushetia (Russia), Iraq, Jordan, Lebanon, West Bank and Gaza, Sierra Leone, Somalia, Syria; Federal Employer Identification (United States of America): 36-3804626. V.A.T. Number: BE 454,419,759. Belgian addresses incorrect: these are the addresses of Putte et Bruxelles de l’association sans but lucratif since 1998"	"UNSC (October 22, 2002); UNSC (November 26, 2004); UNSC (December 20, 2005); UNSC (July 25, 2006); UNSC (March 24, 2009)"
132.22	Fondation Secours Mondial – Kosova	"9935 South 76th Avenue, Unit 1, Bridgeview, Illinois 60455, United States of America; P.O. Box 1406, Bridgeview, Illinois 60455, United States of America; 49 rue du Lazaret, 67100 Strasebourg, France; Vaatjesstraat, 29, 2580 Putte, Belgium; Rue des Bataves 69, 1040 Etterbeek, Brussels, Belgium; P.O. Box 6, 1040 Etterbeek 2, Brussels, Belgium; Mula Mustafe Baseskije Street No. 72, Sarajevo, Bosnia and Herzegovina; Put Mladih Muslimana Street 30/A, Sarajevo, Bosnia and Herzegovina; 64 Potur Mahala Street, Travnik, Bosnia and Herzegovina; Rr. Skenderbeu 76, Lagjja Sefa, Gjakova, Kosovo; Ylli Morina Road, Djakovica, Kosovo; Rruga e Kavajes, Building No. 3, Apartment No. 61, P.O. Box 2892, Tirana, Albania; House 267 Street No. 54, Sector F – 11/4, Islamabad, Pakistan; Other information: Other foreign locations: Afghanistan, Azerbaijan, Bangladesh, Chechnya (Russia), China, Eritrea, Ethiopia, Georgia, India, Ingushetia (Russia), Iraq, Jordan, Lebanon, West Bank and Gaza, Sierra Leone, Somalia, Syria; Federal Employer Identification (United States of America): 36-3804626. V.A.T. Number: BE 454,419,759. Belgian addresses incorrect: these are the addresses of Putte et Bruxelles de l’association sans but lucratif since 1998"	"UNSC (October 22, 2002); UNSC (November 26, 2004); UNSC (December 20, 2005); UNSC (July 25, 2006); UNSC (March 24, 2009)"
132.23	Fondation Secours Mondial “World Relief”	"9935 South 76th Avenue, Unit 1, Bridgeview, Illinois 60455, United States of America; P.O. Box 1406, Bridgeview, Illinois 60455, United States of America; 49 rue du Lazaret, 67100 Strasebourg, France; Vaatjesstraat, 29, 2580 Putte, Belgium; Rue des Bataves 69, 1040 Etterbeek, Brussels, Belgium; P.O. Box 6, 1040 Etterbeek 2, Brussels, Belgium; Mula Mustafe Baseskije Street No. 72, Sarajevo, Bosnia and Herzegovina; Put Mladih Muslimana Street 30/A, Sarajevo, Bosnia and Herzegovina; 64 Potur Mahala Street, Travnik, Bosnia and Herzegovina; Rr. Skenderbeu 76, Lagjja Sefa, Gjakova, Kosovo; Ylli Morina Road, Djakovica, Kosovo; Rruga e Kavajes, Building No. 3, Apartment No. 61, P.O. Box 2892, Tirana, Albania; House 267 Street No. 54, Sector F – 11/4, Islamabad, Pakistan; Other information: Other foreign locations: Afghanistan, Azerbaijan, Bangladesh, Chechnya (Russia), China, Eritrea, Ethiopia, Georgia, India, Ingushetia (Russia), Iraq, Jordan, Lebanon, West Bank and Gaza, Sierra Leone, Somalia, Syria; Federal Employer Identification (United States of America): 36-3804626. V.A.T. Number: BE 454,419,759. Belgian addresses incorrect: these are the addresses of Putte et Bruxelles de l’association sans but lucratif since 1998"	"UNSC (October 22, 2002); UNSC (November 26, 2004); UNSC (December 20, 2005); UNSC (July 25, 2006); UNSC (March 24, 2009)"
133.00	Jemaah Islamiyah	Other information: The network in South-East Asia founded by the late Abdullah Sungkar	"UNSC (October 25, 2002), CC (Apr 2, 2003)"
133.02	Jema’ah Islamiyah	Other information: The network in South-East Asia founded by the late Abdullah Sungkar	"UNSC (October 25, 2002), CC (Apr 2, 2003)"
133.03	Jemaah Islamiya	Other information: The network in South-East Asia founded by the late Abdullah Sungkar	"UNSC (October 25, 2002), CC (Apr 2, 2003)"
133.04	Jemaah Islamiah	Other information: The network in South-East Asia founded by the late Abdullah Sungkar	"UNSC (October 25, 2002), CC (Apr 2, 2003)"
133.05	Jamaah Islamiyah	Other information: The network in South-East Asia founded by the late Abdullah Sungkar	"UNSC (October 25, 2002), CC (Apr 2, 2003)"
133.06	Jama’ah Islamiyah	Other information: The network in South-East Asia founded by the late Abdullah Sungkar	"UNSC (October 25, 2002), CC (Apr 2, 2003)"
133.07	Jemaah Islamiyyah (JI)		"CC (April 2, 2003)"
133.08	Jemaa Islamiyah		"CC (April 2, 2003)"
133.09	Jema'a Islamiyya		"CC (April 2, 2003)"
133.10	Jema'a Islamiyyah		"CC (April 2, 2003)"
133.11	Jema'ah Islamiyyah		"CC (April 2, 2003)"
133.12	Jemaa Islamiya		"CC (April 2, 2003)"
133.13	Jemaa Islamiyya		"CC (April 2, 2003)"
133.14	Jemaah Islamiyya		"CC (April 2, 2003)"
133.15	Jemaa Islamiyyah		"CC (April 2, 2003)"
133.16	Jemaah Islamiyyah		"CC (April 2, 2003)"
133.17	Jamaa Islamiya		"CC (April 2, 2003)"
133.18	Jemaah Islam		"CC (April 2, 2003)"
133.19	Jemahh Islamiyah		"CC (April 2, 2003)"
133.20	Al-Jama'ah Al Islamiyyah		"CC (April 2, 2003)"
133.21	Islamic Group		"CC (April 2, 2003)"
133.22	Islamic Community		"CC (April 2, 2003)"
133.23	Groupe islamique		"CC (April 2, 2003)"
133.24	Communauté islamique		"CC (April 2, 2003)"
134.00	Benevolence International Foundation	"8820 Mobile Avenue, IA, Oak Lawn, Illinois, 60453 United States of America; P.O. Box 548, Worth, Illinois, 60482 United States of America; (Formerly located at) 9838 S. Roberts Road Suite 1W, Palos Hills, Illinois, 60465 United States of America; (Formerly located at) 20-24 Branford Place, Suite 705, Newark, New Jersey, 07102 United States of America; Bashir Safar Ugli 69, Baku, Azerbaijan; 69 Boshir Safaroglu St., Baku, Azerbaijan; Sarajevo, Bosnia and Herzegovina; Zeneca, Bosnia and Herzegovina; (Last known address) 3 King Street, South Waterloo, Ontario, N2J 3Z6 Canada; (Last known address) P.O. Box 1508 Station 1, Mississauga, Ontario L4Y4G2, Canada; (Last known address) 2465 Cawthra Rd., #203, Mississauga, Ontario L5A3P2, Canada; Ottawa, Canada; Grozny, Chechnya; 91 Paihonggou, Lanzhou, Gansu, China 730000; Hrvatov 30, 41000, Zagreb, Croatia; Makhachkala, Daghestan; Duisi, Georgia; Tblisi, Georgia; Nazran, Ingushetia; Burgemeester Kessensingel 40, Maastricht, Netherlands; "	"UNSC (November 21, 2002); UNSC (January 24, 2003)"
134.00	Benevolence International Foundation	"Stichting Benevolence International Nederland (a.k.a. Benevolence International Nederland, a.k.a. BIN).  Radeborg 14B, 6228 CV Maastricht, Netherlands. Chamber of Commerce Registration: 14063277; House 111, First Floor, Street 64, F-10/3, Islamabad, Pakistan; P.O. Box 1055, Peshawar, Pakistan; Azovskaya 6, km.3, off. 401, Moscow, Russia 113149; Ulitsa Oktyabrskaya, dom. 89, Moscow, Russia 127521; P.O. Box 1937, Khartoum, Sudan; P.O. Box 7600, Jeddah 21472, Saudi Arabia; P.O. Box 10845, Riyadh 11442, Saudi Arabia; Dushanbe, Tajikistan; United Kingdom; Afghanistan; Bangladesh; Gaza Strip; Bosnia and Herzegovina; Yemen; Employer Identification Number (United States of America): 36-3823186"	"UNSC (November 21, 2002); UNSC (January 24, 2003)"
134.32	Al Bir Al Dawalia	"8820 Mobile Avenue, IA, Oak Lawn, Illinois, 60453 United States of America; P.O. Box 548, Worth, Illinois, 60482 United States of America; (Formerly located at) 9838 S. Roberts Road Suite 1W, Palos Hills, Illinois, 60465 United States of America; (Formerly located at) 20-24 Branford Place, Suite 705, Newark, New Jersey, 07102 United States of America; Bashir Safar Ugli 69, Baku, Azerbaijan; 69 Boshir Safaroglu St., Baku, Azerbaijan; Sarajevo, Bosnia and Herzegovina; Zeneca, Bosnia and Herzegovina; (Last known address) 3 King Street, South Waterloo, Ontario, N2J 3Z6 Canada; (Last known address) P.O. Box 1508 Station 1, Mississauga, Ontario L4Y4G2, Canada; (Last known address) 2465 Cawthra Rd., #203, Mississauga, Ontario L5A3P2, Canada; Ottawa, Canada; Grozny, Chechnya; 91 Paihonggou, Lanzhou, Gansu, China 730000; Hrvatov 30, 41000, Zagreb, Croatia; Makhachkala, Daghestan; Duisi, Georgia; Tblisi, Georgia; Nazran, Ingushetia; Burgemeester Kessensingel 40, Maastricht, Netherlands; "	"UNSC (November 21, 2002); UNSC (January 24, 2003)"
134.32	Al Bir Al Dawalia	"Stichting Benevolence International Nederland (a.k.a. Benevolence International Nederland, a.k.a. BIN).  Radeborg 14B, 6228 CV Maastricht, Netherlands. Chamber of Commerce Registration: 14063277; House 111, First Floor, Street 64, F-10/3, Islamabad, Pakistan; P.O. Box 1055, Peshawar, Pakistan; Azovskaya 6, km.3, off. 401, Moscow, Russia 113149; Ulitsa Oktyabrskaya, dom. 89, Moscow, Russia 127521; P.O. Box 1937, Khartoum, Sudan; P.O. Box 7600, Jeddah 21472, Saudi Arabia; P.O. Box 10845, Riyadh 11442, Saudi Arabia; Dushanbe, Tajikistan; United Kingdom; Afghanistan; Bangladesh; Gaza Strip; Bosnia and Herzegovina; Yemen; Employer Identification Number (United States of America): 36-3823186"	"UNSC (November 21, 2002); UNSC (January 24, 2003)"
134.33	BIF	"8820 Mobile Avenue, IA, Oak Lawn, Illinois, 60453 United States of America; P.O. Box 548, Worth, Illinois, 60482 United States of America; (Formerly located at) 9838 S. Roberts Road Suite 1W, Palos Hills, Illinois, 60465 United States of America; (Formerly located at) 20-24 Branford Place, Suite 705, Newark, New Jersey, 07102 United States of America; Bashir Safar Ugli 69, Baku, Azerbaijan; 69 Boshir Safaroglu St., Baku, Azerbaijan; Sarajevo, Bosnia and Herzegovina; Zeneca, Bosnia and Herzegovina; (Last known address) 3 King Street, South Waterloo, Ontario, N2J 3Z6 Canada; (Last known address) P.O. Box 1508 Station 1, Mississauga, Ontario L4Y4G2, Canada; (Last known address) 2465 Cawthra Rd., #203, Mississauga, Ontario L5A3P2, Canada; Ottawa, Canada; Grozny, Chechnya; 91 Paihonggou, Lanzhou, Gansu, China 730000; Hrvatov 30, 41000, Zagreb, Croatia; Makhachkala, Daghestan; Duisi, Georgia; Tblisi, Georgia; Nazran, Ingushetia; Burgemeester Kessensingel 40, Maastricht, Netherlands; "	"UNSC (November 21, 2002); UNSC (January 24, 2003)"
134.33	BIF	"Stichting Benevolence International Nederland (a.k.a. Benevolence International Nederland, a.k.a. BIN).  Radeborg 14B, 6228 CV Maastricht, Netherlands. Chamber of Commerce Registration: 14063277; House 111, First Floor, Street 64, F-10/3, Islamabad, Pakistan; P.O. Box 1055, Peshawar, Pakistan; Azovskaya 6, km.3, off. 401, Moscow, Russia 113149; Ulitsa Oktyabrskaya, dom. 89, Moscow, Russia 127521; P.O. Box 1937, Khartoum, Sudan; P.O. Box 7600, Jeddah 21472, Saudi Arabia; P.O. Box 10845, Riyadh 11442, Saudi Arabia; Dushanbe, Tajikistan; United Kingdom; Afghanistan; Bangladesh; Gaza Strip; Bosnia and Herzegovina; Yemen; Employer Identification Number (United States of America): 36-3823186"	"UNSC (November 21, 2002); UNSC (January 24, 2003)"
134.34	BIF-USA	"8820 Mobile Avenue, IA, Oak Lawn, Illinois, 60453 United States of America; P.O. Box 548, Worth, Illinois, 60482 United States of America; (Formerly located at) 9838 S. Roberts Road Suite 1W, Palos Hills, Illinois, 60465 United States of America; (Formerly located at) 20-24 Branford Place, Suite 705, Newark, New Jersey, 07102 United States of America; Bashir Safar Ugli 69, Baku, Azerbaijan; 69 Boshir Safaroglu St., Baku, Azerbaijan; Sarajevo, Bosnia and Herzegovina; Zeneca, Bosnia and Herzegovina; (Last known address) 3 King Street, South Waterloo, Ontario, N2J 3Z6 Canada; (Last known address) P.O. Box 1508 Station 1, Mississauga, Ontario L4Y4G2, Canada; (Last known address) 2465 Cawthra Rd., #203, Mississauga, Ontario L5A3P2, Canada; Ottawa, Canada; Grozny, Chechnya; 91 Paihonggou, Lanzhou, Gansu, China 730000; Hrvatov 30, 41000, Zagreb, Croatia; Makhachkala, Daghestan; Duisi, Georgia; Tblisi, Georgia; Nazran, Ingushetia; Burgemeester Kessensingel 40, Maastricht, Netherlands; "	"UNSC (November 21, 2002); UNSC (January 24, 2003)"
134.34	BIF-USA	"Stichting Benevolence International Nederland (a.k.a. Benevolence International Nederland, a.k.a. BIN).  Radeborg 14B, 6228 CV Maastricht, Netherlands. Chamber of Commerce Registration: 14063277; House 111, First Floor, Street 64, F-10/3, Islamabad, Pakistan; P.O. Box 1055, Peshawar, Pakistan; Azovskaya 6, km.3, off. 401, Moscow, Russia 113149; Ulitsa Oktyabrskaya, dom. 89, Moscow, Russia 127521; P.O. Box 1937, Khartoum, Sudan; P.O. Box 7600, Jeddah 21472, Saudi Arabia; P.O. Box 10845, Riyadh 11442, Saudi Arabia; Dushanbe, Tajikistan; United Kingdom; Afghanistan; Bangladesh; Gaza Strip; Bosnia and Herzegovina; Yemen; Employer Identification Number (United States of America): 36-3823186"	"UNSC (November 21, 2002); UNSC (January 24, 2003)"
134.35	Mezhdunarodnyj Blagotvoritel'nyj Fond	"8820 Mobile Avenue, IA, Oak Lawn, Illinois, 60453 United States of America; P.O. Box 548, Worth, Illinois, 60482 United States of America; (Formerly located at) 9838 S. Roberts Road Suite 1W, Palos Hills, Illinois, 60465 United States of America; (Formerly located at) 20-24 Branford Place, Suite 705, Newark, New Jersey, 07102 United States of America; Bashir Safar Ugli 69, Baku, Azerbaijan; 69 Boshir Safaroglu St., Baku, Azerbaijan; Sarajevo, Bosnia and Herzegovina; Zeneca, Bosnia and Herzegovina; (Last known address) 3 King Street, South Waterloo, Ontario, N2J 3Z6 Canada; (Last known address) P.O. Box 1508 Station 1, Mississauga, Ontario L4Y4G2, Canada; (Last known address) 2465 Cawthra Rd., #203, Mississauga, Ontario L5A3P2, Canada; Ottawa, Canada; Grozny, Chechnya; 91 Paihonggou, Lanzhou, Gansu, China 730000; Hrvatov 30, 41000, Zagreb, Croatia; Makhachkala, Daghestan; Duisi, Georgia; Tblisi, Georgia; Nazran, Ingushetia; Burgemeester Kessensingel 40, Maastricht, Netherlands; "	"UNSC (November 21, 2002); UNSC (January 24, 2003)"
134.35	Mezhdunarodnyj Blagotvoritel'nyj Fond	"Stichting Benevolence International Nederland (a.k.a. Benevolence International Nederland, a.k.a. BIN).  Radeborg 14B, 6228 CV Maastricht, Netherlands. Chamber of Commerce Registration: 14063277; House 111, First Floor, Street 64, F-10/3, Islamabad, Pakistan; P.O. Box 1055, Peshawar, Pakistan; Azovskaya 6, km.3, off. 401, Moscow, Russia 113149; Ulitsa Oktyabrskaya, dom. 89, Moscow, Russia 127521; P.O. Box 1937, Khartoum, Sudan; P.O. Box 7600, Jeddah 21472, Saudi Arabia; P.O. Box 10845, Riyadh 11442, Saudi Arabia; Dushanbe, Tajikistan; United Kingdom; Afghanistan; Bangladesh; Gaza Strip; Bosnia and Herzegovina; Yemen; Employer Identification Number (United States of America): 36-3823186"	"UNSC (November 21, 2002); UNSC (January 24, 2003)"
135.00	Lashkar i Jhangvi (LJ)		"UNSC (February 3, 2003)"
135.02	Lashkar-i-Jhangvi		"CC (June 18, 2003)"
135.03	Lashkar-e-Jhangvi (LJ)		"CC (June 18, 2003)"
135.04	Lashkar-e-Jhangvie		"CC (June 18, 2003)"
135.05	Laskar-e-Jhangvi		"CC (June 18, 2003)"
135.06	Lashkare Jhangvi		"CC (June 18, 2003)"
135.07	Lashkar-e-Jhangwi		"CC (June 18, 2003)"
135.08	Lashkar-i-Jhangwi		"CC (June 18, 2003)"
135.09	Jhangvi Army		"CC (June 18, 2003)"
135.10	Lashkar-e Jhangvi		"CC (June 18, 2003)"
135.11	Lashkar Jhangvi		"CC (June 18, 2003)"
135.12	Lashkar-e-Jhanvi (LeJ)		"CC (June 18, 2003)"
135.13	Lashkar-i-Jangvi		"CC (June 18, 2003)"
135.14	Lashkar e Jhangvi		"CC (June 18, 2003)"
135.15	Lashkar Jangvi		"CC (June 18, 2003)"
135.16	Laskar e Jahangvi		"CC (June 18, 2003)"
136.00	Lajnat Al Daawa Al Islamiya		"UNSC (February 20, 2003); UNSC (March 5, 2009)"
136.01	LDI		"UNSC (February 20, 2003); UNSC (March 5, 2009)"
137.00	Ansar al-Islam	Associated with Al-Qaida (QE.A.4.01.) and Al-Qaida in Iraq (QE.J.115.04). Location: Northern Iraq.	"UNSC (February 24, 2003); UNSC (March 31, 2004); UNSC (March 5, 2009); UNSC (March 18, 2009)"
137.01	Devotees of Islam	Associated with Al-Qaida (QE.A.4.01.) and Al-Qaida in Iraq (QE.J.115.04). Location: Northern Iraq.	"UNSC (February 24, 2003); UNSC (March 31, 2004); UNSC (March 5, 2009); UNSC (March 18, 2009)"
137.02	Jund al-Islam	Associated with Al-Qaida (QE.A.4.01.) and Al-Qaida in Iraq (QE.J.115.04). Location: Northern Iraq.	"UNSC (February 24, 2003); UNSC (March 31, 2004); UNSC (March 5, 2009); UNSC (March 18, 2009)"
137.03	Soldiers of Islam	Associated with Al-Qaida (QE.A.4.01.) and Al-Qaida in Iraq (QE.J.115.04). Location: Northern Iraq.	"UNSC (February 24, 2003); UNSC (March 31, 2004); CC (May 17, 2004); UNSC (March 9, 2009); UNSC (March 18, 2009)"
137.04	Kurdistan Supporters of Islam	Associated with Al-Qaida (QE.A.4.01.) and Al-Qaida in Iraq (QE.J.115.04). Location: Northern Iraq.	"UNSC (February 24, 2003); UNSC (March 31, 2004); CC (May 17, 2004); UNSC (March 9, 2009); UNSC (March 18, 2009)"
137.05	Supporters of Islam in Kurdistan	Associated with Al-Qaida (QE.A.4.01.) and Al-Qaida in Iraq (QE.J.115.04). Location: Northern Iraq.	"UNSC (February 24, 2003); UNSC (March 31, 2004); CC (May 17, 2004); UNSC (March 9, 2009); UNSC (March 18, 2009)"
137.06	Followers of Islam in Kurdistan	Associated with Al-Qaida (QE.A.4.01.) and Al-Qaida in Iraq (QE.J.115.04). Location: Northern Iraq.	"UNSC (February 24, 2003); UNSC (March 31, 2004); CC (May 17, 2004); UNSC (March 9, 2009); UNSC (March 18, 2009)"
137.07	Kurdish Taliban	Associated with Al-Qaida (QE.A.4.01.) and Al-Qaida in Iraq (QE.J.115.04). Location: Northern Iraq.	"UNSC (February 24, 2003); UNSC (March 31, 2004); CC (May 17, 2004); UNSC (March 9, 2009); UNSC (March 18, 2009)"
137.08	Soldiers of God	Associated with Al-Qaida (QE.A.4.01.) and Al-Qaida in Iraq (QE.J.115.04). Location: Northern Iraq.	"UNSC (February 24, 2003); UNSC (March 31, 2004); CC (May 17, 2004); UNSC (March 9, 2009); UNSC (March 18, 2009)"
137.09	Ansar al-Sunna Army	Associated with Al-Qaida (QE.A.4.01.) and Al-Qaida in Iraq (QE.J.115.04). Location: Northern Iraq.	"UNSC (February 24, 2003); UNSC (March 31, 2004); UNSC (March 5, 2009); UNSC (March 18, 2009)"
137.10	Jaish Ansar al-Sunna	Associated with Al-Qaida (QE.A.4.01.) and Al-Qaida in Iraq (QE.J.115.04). Location: Northern Iraq.	"UNSC (February 24, 2003); UNSC (March 31, 2004); UNSC (March 5, 2009); UNSC (March 18, 2009)"
137.11	Ansar al-Sunna	Associated with Al-Qaida (QE.A.4.01.) and Al-Qaida in Iraq (QE.J.115.04). Location: Northern Iraq.	"UNSC (February 24, 2003); UNSC (March 31, 2004); UNSC (March 5, 2009); UNSC (March 18, 2009)"
137.12	Partisans of Islam		"CC (May 17, 2004)"
137.13	Helpers of Islam		"CC (May 17, 2004)"
137.14	Supporters of Islam		"CC (May 17, 2004)"
137.15	Kurdistan Taliban		"CC (May 17, 2004)"
137.16	Partisans de l'Islam		"CC (May 17, 2004)"
137.17	Aides de l'Islam		"CC (May 17, 2004)"
137.18	Supporters de l'Islam		"CC (May 17, 2004)"
137.19	Soldats de Dieu		"CC (May 17, 2004)"
137.20	Talibans du Kurdistan		"CC (May 17, 2004)"
137.21	Soldats de l'Islam		"CC (May 17, 2004)"
137.22	Supporters de l'Islam du Kurdistan		"CC (May 17, 2004)"
137.23	Supporters de l'Islam au Kurdistan		"CC (May 17, 2004)"
137.24	Partisans de l'Islam au Kurdistan		"CC (May 17, 2004)"
137.25	Ansar al-Islam (AI)		"CC (May 17, 2004)"
138.00	Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs (RSRSBCM)		"UNSC (March 4, 2003); UNSC (July 25, 2006)"
138.01	Riyadus-Salikhin Reconnaissance and Sabotage Battalion		"UNSC (March 4, 2003); UNSC (July 25, 2006)"
138.02	Riyadh-as-Saliheen		"UNSC (March 4, 2003); UNSC (July 25, 2006)"
138.03	The Sabotage and Military Surveillance Group of the Riyadh al-Salihin Martyrs		"UNSC (March 4, 2003); UNSC (July 25, 2006)"
138.04	Firqat al-Takhrib wa al-Istitla al-Askariyah li Shuhada Riyadh al-Salihin		"UNSC (March 4, 2003); UNSC (July 25, 2006)"
138.05	Riyadus-Salikhin Reconnaissance and Sabotage battalion of Shahids (martyrs)		"UNSC (March 4, 2003); UNSC (July 25, 2006)"
139.00	Special Purpose Islamic Regiment (SPIR)		"UNSC (March 4, 2003); UNSC (July 25, 2006)"
139.01	The Islamic Special Purpose Regiment		"UNSC (March 4, 2003); UNSC (July 25, 2006)"
139.02	The al-Jihad-Fisi-Sabililah Special Islamic Regiment		"UNSC (March 4, 2003); UNSC (July 25, 2006)"
139.03	Islamic Regiment of Special Meaning		"UNSC (March 4, 2003); UNSC (July 25, 2006)"
140.00	Islamic International Brigade (IIB)		"UNSC (March 4, 2003)"
140.01	The Islamic Peacekeeping Brigade		"UNSC (March 4, 2003)"
140.02	The Islamic Peacekeeping Army		"UNSC (March 4, 2003)"
140.03	The International Brigade		"UNSC (March 4, 2003)"
140.04	Islamic Peacekeeping Battalion		"UNSC (March 4, 2003)"
140.05	International Battalion		"UNSC (March 4, 2003)"
140.06	Islamic Peacekeeping International Brigade		"UNSC (March 4, 2003)"
141.00	Babbar Khalsa (BK)		"CC (June 18, 2003)"
